source,reference,hypothesis
මම හිතන්නෙ නෑ මට එයාව මුණගැහෙන්න ලැබෙයි කියල.,I don't think I'm going to get to meet her.,Nu cred că o să-l mai întâlnesc.
यो फोल्डरका लागि खाता सेटअप गरिएको छैन । कृपया यो भन्दा पहिले समक्रमण चलाउने प्रयास गर्नुहोस् ।,No account setup for this folder. Please try running a sync before this.,इस फ़ोल्डर के लिए खाता सेटअप नहीं किया गया है . कृपया इससे पहले सिंक्रनाइज़ेशन चलाने का प्रयास करें .
ඕක අතාරිනවා.,Leave it alone.,Lasă-l în pace.
"මතක තියාගන්න මකර රණශූරයා, ඕනම දෙයක් වෙන්න පුළුවන්. අභ්‍යන්තර ශාන්තිය ඔයා ගාව තියනකල්.","Remember, Dragon Warrior, anything is possible when you have inner peace.","Θυμηθείτε, μαχαίρι δράκων, οτιδήποτε μπορεί να συμβεί, όσο έχετε εσωτερική ειρήνη."
%s भित्र यन्त्रमा जडान असफल भयो,Failed connection to device on %s,%s &amp; apos; da tizimga ulanish muvaffaqiyatsiz tugadi
रिव डे जेनेरिव राज्यbrazil. kgm,Rio de Janeiro State,रिव डे जेनेरिव ब्राजील राज्य। किलोग्राम
"උත්තමාවිය, මම දැනටමත් පසුතැවෙන්න පටන් අරන් මේකට කැමති උනාට.",- Milady. - Huh. I'm regretting this already.,"Μεγαλειότατε, έχω ήδη αρχίσει να μετανιώνω που μου άρεσε αυτό."
මොනවද පේන්නෙ?,"Oh, what do you see?",Ne görüyorsun?
ඔයාට ඔනෙ නම් මාව මරන්න.,Kill me if you want.,Dacă vrei să mă omori.
මම ඒක දැක්කේ නෑ.,I didn't see it.,Δεν το είδα.
ආ... මේ මහත්තයාට කෝපි එකක් ගෙනත් දෙන්න,Someone get the man a coffee.,Hozzunk egy kávét.
ඇය කොහෙද සැගවිලා ඉන්නේ ?,Where is she hiding?,¿ Dónde está acostada ?
යන්න. දවසක ඔයා මගේ කූඩුවට එයි,Go...go...someday you must come into my cell.,Du-te. Într-o zi vei veni în colivia mea.
"- ඔහු අද උදේම ගියා, සර්.","He left this morning, sir.","- Ma reggel elment, uram."
"ඔහ්, මගෙ දෙවියනේ!","DRIVER: Oh, my God!","Ω, Θεέ μου!"
"- නියමයි,එහෙනම් නාකි මිනිහ තමුසෙට ටිකක් හුලන් වැදෙන්නවත් එන්න ඇරියා?","- Wow! , your old man let you come up for air?","- Foarte bine, aşa că bătrânul ţi-a spus să vii şi să-ţi dai un pic de aer?"
%s मा नष्ट हुन अघि खुलेका साइटहरू,Sites opened before crash on %s,%s नष्ट होने से पहले खुली हुई साइटें
ග්‍රාහකයාට මේ මොහෙතේ රැදී සිටීමට නොහැක,- The subscriber cannot be reached at the moment.,Le destinataire ne peut pas rester ici.
ජීවත් වෙච්ච හුඟක් අය මැරෙන්න ඕන අය.,Many that live deserve death.,Πολλοί άνθρωποι ζουν και θέλουν να πεθάνουν.
"ඇයි හිටිය කියන්නෙ, දැන් නැද්ද?",What do you mean he's not here?,"¿Por qué estabas, ahora no?"
ඔයාලට මේක කරන්න පුළුවන්! මෙයාලව ආයමත් එක්කං යන්න.,"You can do this! Oi! Take all of them back in, groups of 3 only.","Puteţi face asta, du-i înapoi."
"මම හිතුවෙ මම මේ චරිතය , මට අයිති කරවගෙන තියෙන්නෙ කියලා, ඒත් දැන් මගේ වලස් ඇඳුම විනාශයි.","I thought I had this role locked up, but now my bear suit is ruined.","Am crezut că am primit acest rol, dar acum mi-am distrus hainele de urs."
"ඔව්, මගේ අම්මගේ ඇහැට මොකද වුනේ කියල දැන ගන්න පුලුවන්ද?",Yeah. Can I have a word about my mom's black eye?,"Ναι, μπορείς να μάθεις τι συνέβη στο μάτι της μαμάς μου;"
कमिट घटना देखाउनुहोस्,Show commit events,कमिट घटना दिखाएँ
ग्रह यम पछि नामकरण गरियो ।,Named after the planet Pluto.,ग्रह यम का नामकरण किया गया।
හැමෝම ආපහු ඇඳවල් වලට යන්න.,"Back to bed, please, everyone.",Toată lumea să se întoarcă la pat.
धेरै डकपुस्तक नोडका लागि गुणको संवाद प्रदान गर्दछ,Provides a Scope properties page for most DocBook nodes,कई डॉकबुक नोड्स के लिए गुणात्मक संवाद प्रदान करता है
පේන විදියට එයා නතරවෙලා ඉන්නේ මෙතන.,Looks like he's holed up here.,Se pare că s-a oprit aici.
प्रकार्य कुञ्जीहरू सक्षम पार्नुहुन्छ? वाई वा एन प्रविष्ट गर्नुहोस्:,Enable function keys? Enter y or n:,क्या आप फ़ंक्शन कुंजी सक्षम करते हैं? वाई या एन दर्ज करेंः
उम्लने बिन्दु,Boiling point,उबलने का बिंदु
- එත් මට තේරෙන්නේ නෑ∙ ඇයි∙∙?,"- But I don't understand. - He was your responsibility, but you gave him away, Claire.",- Dar nu înţeleg. De ce...?
फुलस्केप E,Foolscap E,फुलस्केप ई
"""ඔහොමම ඉන්න"" ඒක නියම උපදෙස.",They got a KPV.,"""Să stai tot timpul"" e un sfat minunat."
මං හිතන්නෙ ගණුදෙනු සාමාන්‍ය තත්වෙට පත්වෙලා.,I guess it's business as usual now.,Cred că tranzacţiile au ajuns la normal.
ඉතින් එච්චරද?,So that's it?,Tak to je všechno?
ඔයා ඇහුව ඇයි මම කලබල නැත්තේ කියලා?,You ask why I'm not a total wreck?,Te-ai întrebat de ce nu sunt tulburat?
♫ කොච්චර දිව්වත් බෙරෙන්න බැරි වේවි ♫,"""You tried to run, but she said you are best friend.""",♫ Cât de divino va fi de neîmplinit ♫
ඒ කියන්නෙ මමයි තාත්තයි විතරයි.,So I guess your dad and I will have the place to ourselves.,"Es decir, sólo yo y papá."
ඔයා නොඉවසිල්ලෙන්ද ඉන්නේ එයාව දකින්න?,You excited to see him?,Ανυπομονείς να τον δεις;
මොකද මේ ?,Oh God' ls everything alright?,ما هذا ؟
එයා ලස්සනයි නේද?,Isn't she pretty?,"Είναι όμορφη, έτσι δεν είναι;"
ඒක තමන්ගේම තේරුම් ගැනීම වෙන්න පුළුවන්,It could be self realization,Puede ser su propio entendimiento.
එයාට ඔන මාව ආයෙත් හයිද්‍රාබාද් වලට ගෙන්න ගන්න,He wants me to shift back to Hydrabad?,Beni tekrar Hyderabad ' a götürmek istiyor .
"මම පිරිසිදු, බ්‍රක්මණ නිවසකින්.",I'm from a pure brahmin household.,"Sunt curat, dintr-o casă de Brahman."
නැවතත් වානරයව කූඩුවට දාන්න. ආචාර සම්පන්න වෙන්න.,Put the ape back in the cage.,"Puneţi-l înapoi în cuşcă, să fiţi educaţi."
"අපි පොලවට ගිය ගමන්,","As soon as we're on the ground,","Pe drum spre Pământ,"
අන්න ඒක.,That's it!,Uite-o.
"මිනිසා [ශබ්ද විකාශණය හරහා]: අමුත්තන්, කෙලින්ම ඉදිරියට යන්න.","Visitors, straight ahead.","Człowiek, idź prosto do przodu."
සුබ ගමන් ග්‍රේ මහත්මයා.,Goodbye Mr Grey.,"Καλησπέρα, κ. Γκρέι."
"- දේවි, කලබල වෙන්න එපා.","- Devi, relax.","- Ντεβί, μην ανησυχείς."
ඒක හරි.,That's okay.,هذا صحيح.
"බෙරට්, මට ඔයාගෙ සැටලයිට් දුරකථනය ඕනිවෙනව.","Berat, I'm gonna need to use your satphone.","Μπεράτ, χρειάζομαι το δορυφορικό σου τηλέφωνο."
