src,tgt,lang,source,src_tokens,tgt_tokens,len_ratio
पृष्ठभूमिको रङ छनोट गर्न बटनमा क्लिक गर्नुहोस् । यो विकल्पले मुद्रण गर्दा वा निर्यातमा कुनै प्रभाव पार्दैन ।,Click on thebutton the choose the color of the background. This option has no effect on printing nor export.,ne,opus_ne_si_en_train.csv,18,19,0.9473684210526316
ඒ කතාව කලින් අහලා තිබ්බෙ නෑ.,Haven't heard that story before.,si,opus_ne_si_en_train.csv,6,5,1.2
මේකව අයින් කරන්න! මගෙ ඇගෙන් අයින් කරන්න!,Get it off of me!,si,opus_ne_si_en_train.csv,7,5,1.4
ඔයා කියන්නෙ ඉහලට යන කෙනෙක්ව කවුරු හරි මරණවා කියලද? ඒක නම් පිස්සුවක්.,You're saying someone is killing their way up the ladder?,si,opus_ne_si_en_train.csv,12,10,1.2
දෙනව මට ඒක!,Give it to me!,si,opus_ne_si_en_train.csv,3,4,0.75
නිරීක්ෂනය අංක දෙක.,Sighting number two.,si,opus_ne_si_en_train.csv,3,3,1.0
ඔවුන් උදව් ඉල්ලනවා ?,Are they waving for help?,si,opus_ne_si_en_train.csv,4,5,0.8
හැමෝම මාව දාලා යනවා.,Eveyone leaves me.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
කවුරුත් ඉන්න බවක් පේන්න නැහැ.,It doesn't look like anyone's home.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
පොඩ්ඩක් බලන්නකෝ.,Check it out!,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"එයාමගේඔළුවකනවානෙමෙයි, ඔයා මේ තරම් සල්ලි කන්දක් මීට කලින් දැකල තියනවද?","It's not her getting into my head, have you ever seen this kind of cash before?",si,opus_ne_si_en_train.csv,10,16,0.625
हतोत्साह पार्ने तत्व:,Seasonal damping factor (δ):,ne,opus_ne_si_en_train.csv,3,4,0.75
ඌරො නැතිවුන ගමන් අපිට කැම වලට මෙතනින් දෙයක් ගන්න පුළුවන්∙,"With the boar running out, we're gonna need as much food as we can possiblely get.",si,opus_ne_si_en_train.csv,10,16,0.625
"ඔයා කකුල ගත්තොත්, එකෙන් අරක නිදහස් වයි∙","If you take your weight off it, it will release that.",si,opus_ne_si_en_train.csv,7,11,0.6363636363636364
"මම අනුමාන කලේ නෑ, නිරීක්ෂනය කලා.",I don't guess. I observe.,si,opus_ne_si_en_train.csv,6,5,1.2
ප්‍රශ්ණෙ තමයි :,Question is:,si,opus_ne_si_en_train.csv,3,2,1.5
ඔයා පොඩි කාලේ ම ඔයා ගේ තාත්තා දාලා ගියා.,Your father left when you were young.,si,opus_ne_si_en_train.csv,9,7,1.2857142857142858
तपाईंले चयन गरेको कुञ्जि हटाउन सकिएन. कृपया यसको प्रतिवेदन त्रुटिको रुपमा दिनुहोस,The key you selected could not be removed. Please report this as a bug.,ne,opus_ne_si_en_train.csv,12,14,0.8571428571428571
මම ඔයාගෙ සහයකයා ?,I am your assistant?,si,opus_ne_si_en_train.csv,4,4,1.0
සාදරයෙන් පිලිගන්නවා කින්ග් මහත්තයා,"Mr. King, welcome.",si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
නියම ශාස්ත්‍රඥයෝ දෙන්නෙක්නේ ඔයාලට ඉන්නේ.,A couple academics you got brewing here.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
ගුවන් යානයේ ආවද ?,- Hello sir.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
मौसम पात्रोहरू,Weather Calendars,ne,opus_ne_si_en_train.csv,2,2,1.0
क्लिप दायरामा अन्तिम फ्रेमको फ्रेमनम्बर,framenumber of the last frame in the clip range,ne,opus_ne_si_en_train.csv,5,9,0.5555555555555556
"කතාව ඉවර උනාම, ඊගෝ නැඟිටලා, කෑම වලට අපට ස්තූති කළා.","And when the story is done, Ego stands, thanks us for the meal...",si,opus_ne_si_en_train.csv,10,13,0.7692307692307693
කිසිම අවුලක් වෙන්නෙ නෑ.ඔළුව පාත් කරන් ඉන්න.,Everything's gonna be all right. Just keep your head down.,si,opus_ne_si_en_train.csv,7,10,0.7
सिरा लियोन,Sierra Leone,ne,opus_ne_si_en_train.csv,2,2,1.0
ගොඩක් ලස්සන වේගෙන් ගමන් කරන දේ.,"Like, really beautiful and fast-moving thing.",si,opus_ne_si_en_train.csv,6,6,1.0
අපි සුදානම් වෙන්නේ 113 නැවත වරක් අත්හදා බැලීමකට ...,More 113 trials. We're just prepping ...,si,opus_ne_si_en_train.csv,9,7,1.2857142857142858
"ඕ, සන්සුන් වෙන්න.","Oh, relax. Here.",si,opus_ne_si_en_train.csv,3,3,1.0
වූ ඒරස් 5 කාර්ය මණ්ඩලය ලෙස ඇමරිකාවේ අභ්යවකාශ ගවේෂණය පිළිබඳ ඊළඟ පරිච්ඡේදයේදී පටන් ගනියි.,As the crew of the Ares 5 begin the next chapter of America's space exploration.,si,opus_ne_si_en_train.csv,14,15,0.9333333333333332
මං කී පාරක් නම් කියලා තියෙනවාද ළමයාවත් අරන් මෙහෙට එන්න එපා කියලා.,How many times have I told you not to bring the baby here?,si,opus_ne_si_en_train.csv,12,13,0.9230769230769232
වටෙන් එන්න.,"Brake right, come around.",si,opus_ne_si_en_train.csv,2,4,0.5
- ටේලර්ට තියෙන්නේ හොඳ තේරීමක්.,- Taylor has good taste.,si,opus_ne_si_en_train.csv,5,5,1.0
टिप्पणी (वैकल्पिक):,Comment (optional):,ne,opus_ne_si_en_train.csv,2,2,1.0
තේමූර් සහ ශශීගේ මිනීමැරුම සම්බන්ධව.,For getting Tehmur and Shashi murdered.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
ඒ වගේම කින්ග්ස්මන්ලා අතුගාලා දාන්න අවස්ථාවකුත් ලැබුනා,And its added benefit of wiping out the Kingsman.,si,opus_ne_si_en_train.csv,7,9,0.7777777777777778
ඔයා හිතන්නේ මම කාගේ දේද විශ්වාස කරන්නේ,"And just-just out of curiosity, if Kinlan does pull through, whose version of events do you think he's gonna agree with?",si,opus_ne_si_en_train.csv,7,21,0.3333333333333333
එන්න. දරඳඩු වුණ මළ සිරුරක් වගේ.,Come on.,si,opus_ne_si_en_train.csv,6,2,3.0
चौडा पारिएको छवि,Flattened image,ne,opus_ne_si_en_train.csv,3,2,1.5
ඒවා ලස්සනයි !,They're good!,si,opus_ne_si_en_train.csv,3,2,1.5
ඇමුණුම් සහිත පණිවිඩ,Tasks with Attachments,si,opus_ne_si_en_train.csv,3,3,1.0
අපිට ඉඩම් වෙනුවට ඉඩම් දීලා,"Tell him you can't Listen, he's giving his land to replace ours",si,opus_ne_si_en_test.csv,5,12,0.4166666666666667
පීනන්න පුලුවන්ද?,Can you swim?,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
මම තවත් ඔහේට බය නෑ.,I'm not afraid of you anymore.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
මොකද්ද මට කරේ නැත්තේ?,What not have you made me?,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
"හා දිගු මට ඇතුළත ගිනි තාපය එහි ඇත දවස,","And the whole day long there is a burning heat inside of me, driving all else from my mind.",si,opus_ne_si_en_train.csv,9,19,0.4736842105263157
- ඇයට ඒක කරන්න පුළුවන්ද?,- She can do that?,si,opus_ne_si_en_train.csv,5,5,1.0
"ඔයාටත් ඒකෙ කොටසක් වෙන්න පුලුවන්, නැත්තම් ඔයාටත් පුලුවන් අතෑරල දාපු ගොඩට වැටෙන්න","You can either be part of it, or you can be left behind.",si,opus_ne_si_en_train.csv,12,13,0.9230769230769232
අපි ඔහුට උදව්වක් කලේ. අඩුම තරමින් එයාලට උයන්නවත් දෙයක් තියෙනවා.,No one would have given him more for this creature.,si,opus_ne_si_en_train.csv,10,10,1.0
"හරි, කොල්ලනේ.","Okay, boys.",si,opus_ne_si_en_train.csv,2,2,1.0
හේයි හරි,Hey! Okay.,si,opus_ne_si_en_train.csv,2,2,1.0
හෙලිකොප්ටරේ වගේම ක්ෂේත්‍රයක් තියෙනවා.,It has a field around it like the helicopter.,si,opus_ne_si_en_train.csv,4,9,0.4444444444444444
මම මුදල් පිළිබද උපදේශකවරියක්.,In HB finance.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
තමුසෙට ජීවිතේටවත් එයාව ලැබෙන්නෑ.,She will never be yours.,si,opus_ne_si_en_train.csv,4,5,0.8
"ඔයාගේ කපටි මොලෙන්, ඔයා හිතනවද මෙකෙන් ඔයාට ඔයා ගැන බලාගන්න පුළුවන් කියල∙","Somewhere in your twisted little brain, you think this proves that you can take care of yourself.",si,opus_ne_si_en_train.csv,12,17,0.7058823529411765
सम्पादन गर्नुहोस्...,Simple Name,ne,opus_ne_si_en_train.csv,2,2,1.0
ඇප ගත්තද?,So how goes the bailout?,si,opus_ne_si_en_train.csv,2,5,0.4
"හරි එහෙනම්, කලබල කරන්න එපා.",All right. Don't rush.,si,opus_ne_si_en_train.csv,5,4,1.25
අපි රෑට පුලුවන් තරම් සතුටු වෙමු.,May as well enjoy a night off.,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
එයා හරිම තදයෙක්... ...එයා හරිම සාධාරණයි.,"He's tough, he's fair and full of himself.",si,opus_ne_si_en_train.csv,6,8,0.75
මයිකල් ආවා.,"Michael's back, though.",si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
केडीई २ ठेगाना पुस्तिका आयात गर्नुहोस्...,Sao Tome and Principe,ne,opus_ne_si_en_train.csv,6,4,1.5
මට හඬවල් වලින් කරදර වෙන එක ලඟක් වෙනකම්ම තිබ්බා.,"It wasn't so long ago, that I was plagued by voices of myself.",si,opus_ne_si_en_train.csv,9,13,0.6923076923076923
ඒ පොට්ටනිය බඳින වැඩේට මට මීට වඩා ටිකක් වේගවත් වෙන්න වෙයි.,I gotta get faster tying' that bundle.,si,opus_ne_si_en_train.csv,11,7,1.5714285714285714
අපේ ගෙදර උන්දැලට වෙලාවකට තේරෙන්නේ නෑ.,My parents don't get it,si,opus_ne_si_en_train.csv,6,5,1.2
සාමි පුල්ල මමත් ඉදගන්නවා පුලුවක් දාන්න,"Sami Pillai, pull up a chair for me",si,opus_ne_si_en_train.csv,6,8,0.75
"ඔළුව කිරා වට්ටන්න,ශැනොන් හොදයි∙","Nod your head, Shannon. Good.",si,opus_ne_si_en_train.csv,4,5,0.8
හොදයි ඇත්තෙන්ම මෙතන භයානකයි ඒත් ඒක දැන් හැම තැනම භයානකයි,"Well, of course it's dangerous here, but it's dangerous everywhere.",si,opus_ne_si_en_train.csv,10,10,1.0
"නමුත් ඔහුට තරගයක් දිමට අලුත් සටන්කරුවන් කිපදෙනෙක්ම සිටිනවා . , හදුන්වා දෙන Frankenstein.","But he'll have fierce competition from several new drivers, including Frankenstein.",si,opus_ne_si_en_train.csv,13,11,1.181818181818182
फाइलबाट घुसाउनुहोस्...,Insert From & File...,ne,opus_ne_si_en_train.csv,2,4,0.5
විනාඩි දහයෙන් මට උඹව අස්කරල දාන්න පුලුවන්.,I can dismiss you in 10 minutes.,si,opus_ne_si_en_train.csv,7,7,1.0
වැරදියි බබා !,Wrong baby!,si,opus_ne_si_en_train.csv,3,2,1.5
∙∙∙ඒත් පිටු හයක ඔයා ගැන සෙවීමට∙∙∙,"- No offence, Clark... but digging up six pages of interesting on you...",si,opus_ne_si_en_train.csv,6,13,0.4615384615384615
අපිට දරුවන්ට ගොඩක් හොඳට උගන්වන්න පුළුවන් උනා.,We were able to educate the children there.,si,opus_ne_si_en_train.csv,7,8,0.875
